送樣日期,樣品地段地號,種植作物,EC,pH,有機質,有效性磷,有效性鉀,有效性鈣,有效性鎂,鈉Na
13-十二月-2017,佳里區鎮安段483-1,胡麻,0.695,7.82,0.344827586206897,7.11159963443862,63.8753548099364,3618.47453330865,277.127958909412,473
13-十二月-2017,永寧段278,酪梨,0.021,6.65,0.541379310344828,206.056179370976,63.6774070056365,967.200955489657,93.7141636004378,
12-十二月-2017,水上鄉大崙段,小番茄.香瓜,2.76,5.42,3.63448275862069,823(844),783(788),7145(7200),1099(1030),944
11-十二月-2017,牛稠埔段343-8,芭樂,0.059,6.38,1.83448275862069,153.212427211202,135.523550335836,972.175551133036,221.217569865357,
11-十二月-2017,山上區大庄段,火龍果,0.076,6.46,1.26896551724138,12.1895945029908,53.2390518236239,1103.24738435524,190.916173872422,
11-十二月-2017,關廟區龜洞段0121-0005,綠竹筍,0.03,4.91,1.37068965517241,73.0527016048994,59.4489019547686,741.825751781374,118.974130719535,
11-十二月-2017,水林鄉中興段0542-0000,水稻,0.789,7.17,1.52241379310345,27.3417732730317,158.092274671192,1455.87510305285,291.459715858703,320
11-十二月-2017,口湖鄉後厝段0490-0000,番薯,0.302,7.89,0.736206896551724,13.8187471254305,107.813679576734,3364.58480929454,266.717906181034,
11-十二月-2017,口湖鄉北興段0038-0000,水稻,0.878,6.23,2.18793103448276,39.8035907252447,187.586662014451,1917.88747216416,355.245782479076,221
11-十二月-2017,東山區崎子頭477,柑桔,0.115,3.64,4.50344827586207,844.81358716651,149.945058196688,354.540471216432,70.5471314365724,
11-十二月-2017,水上鄉巷口段36-1.36-2,水稻,0.282,7.49,3.81379310344828,110.93478435083,202.053555306432,4040.0148340664,609.349462059523,
11-十二月-2017,水上鄉巷口段35,水稻,0.776,7.67,3.83275862068966,183.907351381062,193.06504347857,4255.32177659028,620.670300555682,368
11-十二月-2017,許秀才段194-1,苦瓜,0.285,6.46,1.3948275862069,554.170359495085,284.276450075948,2097.98084390861,175.13483226381,
11-十二月-2017,許秀才段230,絲瓜,0.141,6.83,1.77758620689655,114.290976783532,123.601906526166,2274.16819810254,341.057713299594,
11-十二月-2017,許秀才段245,絲瓜,1.204,5.37,1.74655172413793,412.452836336142,1155.37834202561,1785.98079097363,243.77661364973,
11-十二月-2017,河東段1262,瓜果類,0.076,5.64,1.2051724137931,185.067617769099,128.035770884962,1034.8275694086,140.355437597849,
11-十二月-2017,河東段1142,瓜果類,0.125,5.17,1.16551724137931,109.805463261984,125.105400050178,771.323815776761,156.220560007301,
11-十二月-2017,河東段0074,瓜果類,0.152,5.8,1.26724137931035,54.1814765333015,62.2011741871583,1196.04368603866,209.18359792111,
11-十二月-2017,河東段1096,瓜果類,0.114,5.43,0.710344827586207,162.464207239835,143.742441977808,674.941991290311,111.504013139705,
11-十二月-2017,河東段1094,瓜果類,0.141,5.23,0.789655172413793,187.832504517196,117.92585765549,803.633636619629,124.225593765287,
11-十二月-2017,河保段0097,瓜果類,0.42,4.05,1.92413793103448,373.157817822959,164.410863967038,724.276127490352,103.107187310419,
11-十二月-2017,河保段0098,瓜果類,0.421,4.53,1.93448275862069,282.9882014059,180.31440061749,817.63824611934,178.913855253405,
11-十二月-2017,來惠段1039,短期蔬菜,0.143,7.93,1.83620689655172,536.282754604696,86.2652379800288,3454.16852712426,384.129793936655,
11-十二月-2017,二崙鄉田尾段0544-0000,短期蔬菜,0.576,6.8,1.21206896551724,437.159296786936,189.747589225386,2523.23287813436,320.612711538996,
08-十二月-2017,新市區港子墘段1045,火龍果,0.116,7.12,1.35172413793103,133.166151774396,130.583347393674,1053.35075528116,182.417271925741,
07-十二月-2017,西螺鎮下湳段561,洋香瓜,1.421,7.12,3.96422036999391,199.953467443194,174.746456971249,4548.73762158625,655.451157600499,233.5
07-十二月-2017,深坑576,綠竹筍,0.111,7.3,1.77240684793553,110.232355699965,69.949574176388,1000.04916302933,139.595535557448,
07-十二月-2017,白河區埤頭段五汴頭小段0291,蓮子,0.143,5.88,1.6538926986688,144.992647019957,81.7690401507633,817.388673910447,143.819740735228,
07-十二月-2017,白河區埤頭段五汴頭小段317-1,蓮子,0.161,6.99,2.54957507082155,108.104356923829,84.4348477878047,1896.00002709039,235.654051877027,
07-十二月-2017,糞箕湖段木屐寮小段517-31,水稻,0.149,7.55,2.07703165960882,178.350764068242,104.585455779232,1681.24875984867,211.999880616848,
07-十二月-2017,糞箕湖段木屐寮小段672,水稻,0.082,7.16,1.9995960412038,171.212259386375,96.7878408932303,1363.97016199142,215.250942578844,
06-十二月-2017,山子腳段605,火龍果,0.696,6.52,4.03569255729061,1012(1020),1019(1097),2863.04534792582,341.084746834168,
06-十二月-2017,山子腳段662,火龍果,1.218,6.43,6.31643499591171,574.386696937331,1663(1706),2528.49956626278,531.101343579057,
06-十二月-2017,旭山段596,火龍果,0.365,7.14,3.93429324680594,649.323181308833,689.178948328956,3022.02649364041,444.042413428533,
06-十二月-2017,果毅後段2160,火龍果,0.501,6.88,4.69798657718121,456.297623148848,899.096029889286,1872.76849879718,295.223380687791,
06-十二月-2017,田尾段1015,火龍果,0.184,6.35,3.81958553433561,165.727277002675,124.916606624438,1595.49526895205,224.03014025294,
06-十二月-2017,大客段大庄小段4-4,火龍果,0.188,6.36,5.07025045815517,287.565483676978,334.851453220031,1862.47540606016,265.688349951866,
06-十二月-2017,大客段大庄小段4-18,火龍果,0.155,5.7,4.30999595305546,170.117004042549,157.793695027334,1441.30547659179,232.958398831207,
06-十二月-2017,東山段1465,火龍果,0.177,7.11,1.00644122383251,20.7836322982225,50.6333401147221,1156.4676479637,267.745654850088,
06-十二月-2017,東山段1466,火龍果,0.233,7.38,0.945293644408701,31.169502893353,46.014733900475,1035.48753680898,249.886219424676,
06-十二月-2017,崎子頭段0895007,柑桔,0.46,3.23,6.27940274084681,528.711396561319,227.797702416633,368.986760615115,94.8314608189422,
06-十二月-2017,虎尾鎮惠來厝段1244,馬鈴薯(驗證G3),0.99(1.0),6.4,1.89439742039499,147.132241284151,141.12193367077,1989.0115333593,264.57113442196,39(40)
06-十二月-2017,官田區三結義段510,番茄.秋葵.小黃瓜.芭樂.酪梨,0.312,4.66,4.05432799513479,24.3819777044075,65.2374296322787,629.302672324646,126.729147727144,
06-十二月-2017,大林鎮三角段0028-0042,果樹,0.111,4.55,1.46910847252966,20.7662452277098,59.6709867984069,648.167813081245,100.120709319315,
06-十二月-2017,新港鄉三間厝段,火龍果,0.251,7.3,2.51914550584442,190.335908180805,116.240863949734,1333.86304033936,308.99449053027,
06-十二月-2017,麻豆段49,文旦,0.047,6.94,2.13968510294711,86.9372564268445,102.094750740685,1046.78171738598,176.802404531317,
06-十二月-2017,麻豆區文正段0750-0001.0750-0008,文旦.白柚,0.149,7.04,1.7140552530752,150.137063816561,235.33449935759,1431.44163952861,246.744266890187,
06-十二月-2017,玄天段303,棗子,0.083,6.87,1.95801372628178,569.236684104285,179.24263303934,2099.39424426477,174.565314702273,
06-十二月-2017,玄天段294-1,芭樂,0.127,5.91,1.45190562613432,425.012232377636,133.488828296713,1425.16003640911,124.054208881871,
06-十二月-2017,三和段49,鳳梨,0.093,6.94,1.83578777486385,477.076637259242,236.389676914973,2055.38993357812,143.200900948021,
06-十二月-2017,玄天段431,珍珠芭樂,0.088,4.58,1.39056831922614,175.1783414605,133.906492762711,650.1622872051,103.117659166986,
06-十二月-2017,沙坑段484,芭樂,0.102,4.98,2.54957507082152,173.221186155258,118.658148468967,668.383596438591,89.7207244557113,
06-十二月-2017,玄天段49,番石榴,0.048,5.33,1.83135439726302,152.70184168622,116.826787310826,652.97127462649,90.1459238391227,
05-十二月-2017,麥寮興寮段201.202,萵苣,0.815,6.79,2.02101859337105,220,288.8,3718.8,345.2,
05-十二月-2017,麥寮興寮段201.202 - 60KG,萵苣,0.628,7.04,1.97859882899255,192,324,3787.824,320.8,
05-十二月-2017,崙背鄉永安段1622,萵苣,0.602,7.74,2.03875656035529,74,49.6,2799.2,330,
05-十二月-2017,有勤段481,萵苣,0.342,7.29,1.95603952409759,53,53.6,1933.6,348.8,
05-十二月-2017,山寮段47,萵苣,0.552,7.95,2.03629032258066,116,88,4750.535832,563.54,
05-十二月-2017,歸仁鄉大苓段0083-0001,芒果.香蕉.鳳梨.火龍果,0.036,5.82,2.77047522750254,18.6260595596297,66.9278278715501,932.767070080915,230.099621939166,
05-十二月-2017,歸仁鄉大苓段0083-0001,芒果.香蕉.鳳梨.火龍果,0.29,7.72,2.90709493799554,17.0796282876071,111.634645722136,4532.55703323665,563.973137451012,
05-十二月-2017,新埤腳段725(3.0分),水稻,0.279,7.87,1.77169317495468,97.3719600046323,129.539555448498,2337.85703968556,268.080167290245,
05-十二月-2017,埤腳段727(3.1分),水稻,0.549,7.75,1.93431392303043,66.8809448049401,70.5436685013871,2856.79490687452,408.120272280721,
05-十二月-2017,新埤腳段666(1.6分),水稻,0.243,8.04,1.83246073298431,91.5343169409745,87.1122386209091,2898.05337433921,235.585005025764,
05-十二月-2017,麻豆區溝子墘297-1,紅柚.文旦,0.086,7.95,1.7363214213608,140.215339448958,92.0839901472095,2589.11972777569,258.860083579193,
05-十二月-2017,麻豆區安業段27.28,文旦,0.065,6.87,1.93743693239153,100.19952320878,95.3126873901307,1576.3645173044,221.608234741851,
05-十二月-2017,麻豆區安業段31,文旦,0.091,7.42,2.10228421265415,87.5618169015438,73.6554261358526,2512.59038780527,213.281270358991,
05-十二月-2017,麻豆區安業段44.44-6,文旦,0.062,6.29,1.81781458291254,223.439614330962,228.030351856646,1531.03908699008,144.624495949221,
05-十二月-2017,水林東興段20000000,水稻.番薯,0.351,7.74,2.80864821175994,36.8857054270647,153.299945571285,1711.64191341156,515.294231085397,
05-十二月-2017,西興段0105-0000,水稻,0.219,8.15,1.59081755940396,37.2584289081598,159,2040.43562335225,247.385919801466,
05-十二月-2017,西興段0509-0000,水稻,0.665,7.66,2.70324793221704,58.4659620173585,183.365067607225,2697.439061726,424.306671653095,273
05-十二月-2017,西興段0650-0000,水稻,0.869,7.71,2.93344123002225,130.240167361836,158.108803441915,2548.67163738317,469.50210626096,542
05-十二月-2017,西興段1038-0000,水稻,0.6,7.92,1.79290894439969,24.8833420168312,200.858081121849,3531.76770221178,278.990484043078,258
05-十二月-2017,西興段1145-0000,水稻,0.35,8.17,1.83467741935486,33.2165330587513,285.37574753133,3595.34568142123,314.737885570239,
05-十二月-2017,大興段0005-0000(3分半),水稻.番薯,0.382,8.06,2.23925761549322,45.4732891136972,114.122201545268,3550.10300648856,424.691313894673,
05-十二月-2017,西興段0066-0000,水稻.番薯,0.507,8.04,2.34106962663979,31.5815610564932,107.630507235933,2480.33335520207,441.982426018797,
04-十二月-2017,東山區田尾段1397,番木瓜,0.276,5.04,2.77496455337247,99.1822022321707,82.4589265563158,1106.91938168799,153.560039082048,
04-十二月-2017,月眉潭月眉小段69.69-1.70,水稻,0.307,6.36,2.98416565164434,138.381083835929,115.183797821684,1783.56135253723,365.781338972727,
04-十二月-2017,月眉小段268,水稻,0.136,5.89,2.98053527980536,85.0719673133117,86.2089487573631,1423.16887929136,259.38918069242,
04-十二月-2017,月眉小段141,水稻,0.204,5.03,1.91880428196322,157.794085649581,137.378539343568,810.09662332555,190.380262093983,
04-十二月-2017,月眉小段179,水稻,0.07,6.5,4.49071239028374,37.2709600346748,117.241365591506,2925.19270843399,462.577240320234,
04-十二月-2017,中洋子中洋小段311,水稻,0.408,6.7,5.71253071253075,23.0187935049486,222.696474238707,3173.48203477979,500.450147054321,
01-十二月-2017,番路鄉南下坑段843,太平洋榅桲.黃金果.西印度櫻桃,0.324,4.75,4.20219244823388,505.164051420664,134.441664619092,679.209246063621,69.6728638524971,
30-十一月-2017,大林鎮頂員林段190-10,黃槴子,0.054,5.77,2.41691842900301,80.2505676283003,129.492589961293,850.644385516841,136.695670775386,
30-十一月-2017,東勢鄉四美段0264-0000,洋香瓜,0.468,6.79,2.23519935561818,444.946027159959,177.705876664812,2576.86807434831,337.42590474179,
29-十一月-2017,斗六市竹頭段151,文旦,0.161,6.19,2.83573020052665,363.658447614473,239.447087611984,1937.13022737394,402.257730108153,
29-十一月-2017,斗六市竹頭段151,文旦,0.084,6.29,2.06227254346944,252.125904206876,159.459377792417,1560.64950057086,296.262628777909,
29-十一月-2017,斗六市竹頭段147,文旦,0.191,6.99,2.52627324171382,229.266892147705,293.459181980841,2135.68097329888,283.199278617584,
29-十一月-2017,斗六市竹頭段147,文旦,0.108,6.08,2.26583046732754,224.366048507804,251.436497477229,1557.57003682852,238.51143723725,
29-十一月-2017,斗六市溝子埧段柴裡小段1248,椪柑,0.059,4.74,4.28078717792656,515.781712857934,169.615821635222,705.09709945895,140.497995700997,
29-十一月-2017,古坑鄉水碓東段178,文旦,0.043,6.67,2.14357937310414,54.1483501752377,81.8647463140266,1551.52914866446,203.513642684309,
29-十一月-2017,斗六市梅林段593,柳丁,0.113,4.6,2.09973753280842,289.672804737354,109.261496904262,842.069150756798,156.283838094526,
29-十一月-2017,斗六市梅林段242,柳丁,0.156,5.21,3.05173807599029,142.264039435262,81.6737319552116,1015.27850243935,204.591709258103,
29-十一月-2017,斗六市大崙段茄苳腳小段654,柳丁,0.287,4.82,2.19536757301108,152.652046289973,95.1675284488634,511.089927753285,85.618919932776,
29-十一月-2017,斗六市大崙段茄苳腳小段6之1,柳丁,0.056,4.89,2.09677419354841,169.312856938297,205.740204731183,689.325081708871,86.760985287188,
29-十一月-2017,斗六市榴北段557,柳丁,0.15,6.45,2.6602176541717,24.4119716379749,57.5766178258247,1004.36278551941,158.110163989205,
29-十一月-2017,斗六市石農段510,柳丁,0.107,5.04,2.86004056795132,125.902084929008,154.183873510849,913.242197411305,162.187740258401,
29-十一月-2017,斗六市石榴段69,柳丁,0.129,6.88,2.99595141700404,73.6960074662648,130.082105452717,1401.6615769744,248.831375111469,
29-十一月-2017,古坑鄉田心段69,果樹,0.036,4.43,2.73611674098094,312.144718997302,161.324394396088,880.839678184424,131.215313546467,
